CATEGORÍA;ID MÉTRICA;NOMBRE MÉTRICA;EQUIPO;PERIODO;VALOR;DORSAL DEL JUGADOR;NOMBRE DEL JUGADOR;DORSAL DEL JUGADOR SECUNDARIO;NOMBRE DEL JUGADOR SECUNDARIO;ID JUGADOR;ID JUGADOR SECUNDARIO;ID EQUIPO;ID PARTIDO
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin30;Centroide colectivo global minuto 30;Villarreal CF;Total Partido;48,39;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin30;Centroide colectivo global minuto 30;Atlético de Madrid;Total Partido;44,07;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin45;Centroide colectivo global minuto 45;Villarreal CF;Total Partido;47,61;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin45;Centroide colectivo global minuto 45;Atlético de Madrid;Total Partido;44,9;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE1T;Centroide colectivo global minuto +45;Villarreal CF;Total Partido;47,45;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMinE1T;Centroide colectivo global minuto +45;Atlético de Madrid;Total Partido;44,99;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin60;Centroide colectivo global minuto 60;Villarreal CF;Total Partido;47,75;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin60;Centroide colectivo global minuto 60;Atlético de Madrid;Total Partido;44,61;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin75;Centroide colectivo global minuto 75;Villarreal CF;Total Partido;46,14;;;;;;;64;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin75;Centroide colectivo global minuto 75;Atlético de Madrid;Total Partido;46,27;;;;;;;34;11120
CONTEXTO DEL PARTIDO;TeamCentroidGlobalMin90;Centroide colectivo global minuto 90;Villarreal CF;Total Partido;46,1;;;;;;;64;11120
