CATEGORÍA;ID MÉTRICA;NOMBRE MÉTRICA;EQUIPO;PERIODO;VALOR;DORSAL DEL JUGADOR;NOMBRE DEL JUGADOR;DORSAL DEL JUGADOR SECUNDARIO;NOMBRE DEL JUGADOR SECUNDARIO;ID JUGADOR;ID JUGADOR SECUNDARIO;ID EQUIPO;ID PARTIDO
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment;Elaboración Ofensiva (Pases/Posesión);RCD Espanyol;Total Partido;5,641304347826087;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment1T;Elaboración Ofensiva (Pases/Posesión);Real Valladolid CF;1P;5,568181818181818;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment1T;Elaboración Ofensiva (Pases/Posesión);RCD Espanyol;1P;7,2105263157894735;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment2T;Elaboración Ofensiva (Pases/Posesión);Real Valladolid CF;2P;4,1063829787234045;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamOffensiveDevelopment2T;Elaboración Ofensiva (Pases/Posesión);RCD Espanyol;2P;4,537037037037037;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate;Ritmo de Circulación (Pases/Min);Real Valladolid CF;Total Partido;13,329089751750477;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate;Ritmo de Circulación (Pases/Min);RCD Espanyol;Total Partido;16,758204956463498;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate1T;Ritmo de Circulación (Pases/Min);Real Valladolid CF;1P;13,568181818181818;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate1T;Ritmo de Circulación (Pases/Min);RCD Espanyol;1P;17,056603773584907;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate2T;Ritmo de Circulación (Pases/Min);Real Valladolid CF;2P;13,024602026049203;;;;;;;51;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamCirculationRate2T;Ritmo de Circulación (Pases/Min);RCD Espanyol;2P;16,418338108882523;;;;;;;36;11118
RESUMEN DE ESTADÍSTICAS DE ESTILO Y EFICACIA DE JUEGO;TeamChannelModeLongPasses;Modo de Canalización (% Pase Largo);Real Valladolid CF;Total Partido;15,525114155251142;;;;;;;51;11118
